"webcsea_job","direction","Tissue_cell_type_name","Developmental_stage","Organ_system","Tissue","Specific_cell_type","General_cell_type","Cell_Ontology_ID","General_tissue_name","Uber_anatomy_ontology_ID","input_list_raw_p","input_list_permutated_p","input_list_rank_p","input_list_combined_p","input_list_combined_log10p","delabel"
"JOB2770_IDvCD_downregulated","Downregulated","Fetal_HCA_Liver_Hepatoblasts","Fetal","Digestive system","Fetal_HCA_Liver","Hepatoblasts","Hepatoblast","CL:0005026","Liver","UBERON:0002107",0.00676981084253778,0.0671908896487218,0.177121771217712,0.0646357763709705,1.18952703030759,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Salivary_Gland_pericyte cell","Adult","Digestive system","TS_Salivary_Gland","pericyte cell","Pericyte cell","CL:0000669","Saliva-secreting gland","UBERON:0001044",3.7816465575002e-07,0.294042483989688,0.040590405904059,0.0647878672400241,1.18850631641421,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Lymph_Node_intermediate monocyte","Adult","Lymphatic system","TS_Lymph_Node","intermediate monocyte","Monocyte","CL:0000576","Lymph node","UBERON:0000029",1.07543251224731e-07,0.311581282390641,0.0383763837638376,0.0648855301267958,1.18785214274879,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Eye_muller cell","Adult","Sensory system","TS_Eye","muller cell","Mueller cell","CL:0000636","Eye","UBERON:0000970",1.08035045907325e-07,0.309111029094732,0.0391143911439114,0.0654749485283158,1.18392483431361,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Large_Intestine_intestinal crypt stem cell","Adult","Digestive system","TS_Large_Intestine","intestinal crypt stem cell","Intestinal crypt stem cell","CL:0002250","Large intestine","UBERON:0000059",1.64306987538765e-06,0.238050075949087,0.0516605166051661,0.0663875984473281,1.17791304154946,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Bladder_plasma cell","Adult","Urinary system","TS_Bladder","plasma cell","Plasma cell","CL:0000786","Bladder organ","UBERON:0018707",0.00059408352081512,0.102268486450628,0.12029520295203,0.066407910993511,1.17778018123172,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Thymus_endothelial cell of artery","Adult","Lymphatic system","TS_Thymus","endothelial cell of artery","Endothelial cell","CL:0000115","Thymus","UBERON:0002370",1.06867949733594e-07,0.342706473919093,0.0361623616236162,0.0668063280422926,1.17518239824773,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Bone_Marrow_monocyte","Adult","Lymphatic system","TS_Bone_Marrow","monocyte","Monocyte","CL:0000576","Bone marrow","UBERON:0002371",1.07212084381802e-07,0.331919701193625,0.0376383763837638,0.0672443002309745,1.1723445214838,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Bladder_myofibroblast cell","Adult","Urinary system","TS_Bladder","myofibroblast cell","Myofibroblast cell","CL:0000186","Bladder organ","UBERON:0018707",1.07109376898125e-07,0.338589385092579,0.03690036900369,0.0672493603546326,1.17231184211774,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Kidney_kidney epithelial cell","Adult","Urinary system","TS_Kidney","kidney epithelial cell","Epithelial cell","CL:0000066","Kidney","UBERON:0002113",1.43882697529089e-06,0.266210963522448,0.0479704797047971,0.0684567519046712,1.16458371085609,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Prostate_basal cell of prostate epithelium","Adult","Reproductive system","TS_Prostate","basal cell of prostate epithelium","Basal cell","CL:0000646","Prostate gland","UBERON:0002367",4.28462817319764e-07,0.299312357687627,0.044280442804428,0.0705557169434921,1.15146779074847,NA
"JOB2770_IDvCD_downregulated","Downregulated","Fetal_HCA_Stomach_MUC13_DMBT1 positive cells","Fetal","Digestive system","Fetal_HCA_Stomach","MUC13_DMBT1 positive cells","Epithelial cell","CL:0000066","Stomach","UBERON:0000945",0.0149470585693878,0.0643912692466917,0.209594095940959,0.0716012932341119,1.14507913356691,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Blood_alpha-beta t cell","Adult","Lymphatic system","TS_Blood","alpha-beta t cell","T cell","CL:0000084","Blood","UBERON:0000178",4.33160667504375e-07,0.29173691424684,0.0472324723247232,0.0728185880814587,1.13775774608837,NA
"JOB2770_IDvCD_downregulated","Downregulated","VentoTormo_2018_decidua_maternal endothelial cell (Endo m)","Maternal-Fetal","Reproductive system","VentoTormo_2018_decidua","maternal endothelial cell (Endo m)","Endothelial cell","CL:0000115","Decidua","UBERON:0002450",6.5882718654701e-06,0.188603839142644,0.0738007380073801,0.0734162102029431,1.13420803784388,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Fat_fibroblast","Adult","Integumentary system","TS_Fat","fibroblast","Fibroblast","CL:0000057","Perirenal fat","UBERON:0005406",3.76262379696097e-07,0.351105335125184,0.0398523985239852,0.0737292833181128,1.13235998761462,NA
"JOB2770_IDvCD_downregulated","Downregulated","VentoTormo_2018_decidua_decidual stromal cell (dS3)","Maternal-Fetal","Reproductive system","VentoTormo_2018_decidua","decidual stromal cell (dS3)","Stromal cell","CL:0000499","Decidua","UBERON:0002450",0.00022373701850419,0.126971019409717,0.112915129151292,0.075196082366475,1.12380478508578,NA
"JOB2770_IDvCD_downregulated","Downregulated","AdultOmentum_Epithelial cell","Adult","Integumentary system","AdultOmentum","Epithelial cell","Epithelial cell","CL:0000066","Omentum","UBERON:0003688",0.017952962072647,0.0695376302798353,0.212546125461255,0.0770698254410963,1.11311562466592,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Small_Intestine_intestinal enteroendocrine cell","Adult","Digestive system","TS_Small_Intestine","intestinal enteroendocrine cell","Endocrine cell","CL:0000163","Small intestine","UBERON:0002108",1.64711763368515e-06,0.277203590689243,0.0535055350553506,0.0772887716201625,1.11188359505459,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Spleen_memory b cell","Adult","Lymphatic system","TS_Spleen","memory b cell","B cell","CL:0000236","Spleen","UBERON:0002106",4.31683464564412e-07,0.324261915976307,0.0457564575645756,0.0773104579081474,1.11176175440512,NA
"JOB2770_IDvCD_downregulated","Downregulated","Lake_2017_FrontalCortex_In6b","Adult","Nervous system","Lake_2017_FrontalCortex","In6b","Inhibitory neuron","CL:0008029","Frontal cortex","UBERON:0001870",0.0045041628269882,0.0868294033511975,0.173431734317343,0.0782431338502925,1.10655376319703,NA
"JOB2770_IDvCD_downregulated","Downregulated","AdultIleum_Enterocyte","Adult","Digestive system","AdultIleum","Enterocyte","Enterocyte","CL:0000584","Ileum","UBERON:0002116",0.0103775967024224,0.0765778521731756,0.200738007380074,0.0795536481145596,1.09933989999358,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Eye_epithelial cell of lacrimal sac","Adult","Sensory system","TS_Eye","epithelial cell of lacrimal sac","Epithelial cell","CL:0000066","Eye","UBERON:0000970",2.07217999280772e-05,0.186874661835508,0.0841328413284133,0.08101188969606,1.09145123728861,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Salivary_Gland_acinar cell of salivary gland","Adult","Digestive system","TS_Salivary_Gland","acinar cell of salivary gland","Acinar cell","CL:0000622","Saliva-secreting gland","UBERON:0001044",1.45867008416616e-06,0.33212555563495,0.0490774907749078,0.0833999624068152,1.07883414512385,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Trachea_fibroblast","Adult","Respiratory system","TS_Trachea","fibroblast","Fibroblast","CL:0000057","Trachea","UBERON:0003126",1.63417921971671e-06,0.331549163199238,0.0505535055350554,0.085291596797624,1.06909375481366,NA
"JOB2770_IDvCD_downregulated","Downregulated","AdultDuodenum_Goblet cell","Adult","Digestive system","AdultDuodenum","Goblet cell","Goblet cell","CL:0000160","Duodenum","UBERON:0002114",0.0202060282825814,0.0787187383629633,0.214022140221402,0.0856453750431782,1.06729608450768,NA
"JOB2770_IDvCD_downregulated","Downregulated","Fetal_HCA_Pancreas_Erythroblasts","Fetal","Digestive system","Fetal_HCA_Pancreas","Erythroblasts","Erythroblast","CL:0000765","Pancreas","UBERON:0001264",0.0140974977816581,0.0815595296532585,0.207380073800738,0.0859158552751711,1.06592668223274,NA
"JOB2770_IDvCD_downregulated","Downregulated","Lake_2017_VisualCortex_In6b","Adult","Nervous system","Lake_2017_VisualCortex","In6b","Inhibitory neuron","CL:0008029","Visual cortex","UBERON:0000411",0.00026790811693984,0.148215197754533,0.114391143911439,0.0860817848209865,1.06508873691619,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Small_Intestine_b cell","Adult","Digestive system","TS_Small_Intestine","b cell","B cell","CL:0000236","Small intestine","UBERON:0002108",1.64711763368515e-06,0.32380903620539,0.0535055350553506,0.0875906869708194,1.05754206748711,NA
"JOB2770_IDvCD_downregulated","Downregulated","AdultEsophagus_Fibroblast","Adult","Digestive system","AdultEsophagus","Fibroblast","Fibroblast","CL:0000057","Esophagus","UBERON:0001043",0.009183087638514,0.0961751949873861,0.181549815498155,0.0881377178275928,1.0548381989783,NA
"JOB2770_IDvCD_downregulated","Downregulated","Madissoon_2020_oesophagus_Glands_mucous","Adult","Digestive system","Madissoon_2020_oesophagus","Glands_mucous","Mucus secreting cell","CL:0000319","Esophagus","UBERON:0001043",0.0177624309667516,0.0830416816308039,0.210332103321033,0.0881609620549999,1.05472367923528,NA
"JOB2770_IDvCD_downregulated","Downregulated","Lake_2017_VisualCortex_In4a","Adult","Nervous system","Lake_2017_VisualCortex","In4a","Inhibitory neuron","CL:0008029","Visual cortex","UBERON:0000411",0.00560086242197177,0.100415796478696,0.175276752767528,0.0887037132684317,1.05205819957938,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Pancreas_pancreatic alpha cell","Adult","Digestive system","TS_Pancreas","pancreatic alpha cell","Pancreatic A cell","CL:0000171","Pancreas","UBERON:0001264",0.00055303200950103,0.15146769792748,0.118819188191882,0.0903019313164446,1.04430296119142,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Bone_Marrow_erythroid progenitor","Adult","Lymphatic system","TS_Bone_Marrow","erythroid progenitor","Erythroid progenitor cell","CL:0000038","Bone marrow","UBERON:0002371",4.31032455310219e-07,0.408044673595884,0.0450184501845018,0.0917937149024105,1.03718705383848,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Prostate_luminal cell of prostate epithelium","Adult","Reproductive system","TS_Prostate","luminal cell of prostate epithelium","Luminal cell of prostate epithelium","CL:0002340","Prostate gland","UBERON:0002367",5.96184357144513e-06,0.289884224274908,0.0634686346863469,0.0919096752110951,1.03663876859628,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Spleen_cd141-positive myeloid dendritic cell","Adult","Lymphatic system","TS_Spleen","cd141-positive myeloid dendritic cell","Dendritic cell","CL:0000451","Spleen","UBERON:0002106",1.65073249250387e-06,0.332660777182397,0.0560885608856089,0.0929463073032702,1.03176785978848,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Vasculature_macrophage","Adult","Cardiovascular system","TS_Vasculature","macrophage","Macrophage","CL:0000235","Vasculature","UBERON:0002049",4.72700219578614e-06,0.321503466462542,0.0601476014760148,0.0956382896870362,1.01936819903602,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Small_Intestine_small intestine goblet cell","Adult","Digestive system","TS_Small_Intestine","small intestine goblet cell","Goblet cell","CL:0000160","Small intestine","UBERON:0002108",5.98363515144138e-06,0.290913496481537,0.0671586715867159,0.0964252247732101,1.01580934009323,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Uterus_vascular associated smooth muscle cell","Adult","Reproductive system","TS_Uterus","vascular associated smooth muscle cell","Smooth muscle cell","CL:0000192","Uterus","UBERON:0000995",6.04836188916781e-05,0.222281625743535,0.0881918819188192,0.0966851304327976,1.01464031255134,NA
"JOB2770_IDvCD_downregulated","Downregulated","Braga_2020_lung_Secretory","Adult","Respiratory system","Braga_2020_lung","Secretory","Club cell","CL:0000158","Lung","UBERON:0002048",0.0342306839713575,0.0800362067874481,0.251660516605166,0.0987952815065305,1.00526379695702,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Blood_memory b cell","Adult","Lymphatic system","TS_Blood","memory b cell","B cell","CL:0000236","Blood","UBERON:0000178",1.65589683625578e-06,0.347729322287442,0.0583025830258303,0.0993086057476434,1.00301311538404,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Thymus_immature natural killer cell","Adult","Lymphatic system","TS_Thymus","immature natural killer cell","Natural killer cell","CL:0000623","Thymus","UBERON:0002370",0.00418362064655547,0.123512664795445,0.164944649446494,0.0996952269476794,1.00132563366333,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Muscle_macrophage","Adult","Muscular system","TS_Muscle","macrophage","Macrophage","CL:0000235","Muscle organ","UBERON:0001630",1.65146992985558e-06,0.361768595185857,0.0568265682656827,0.100415919500004,0.998197430588016,NA
"JOB2770_IDvCD_downregulated","Downregulated","AdultIleum_Smooth muscle cell","Adult","Digestive system","AdultIleum","Smooth muscle cell","Smooth muscle cell","CL:0000192","Ileum","UBERON:0002116",0.0239166631729739,0.0886820933231292,0.236531365313653,0.102035531705925,0.991248568074298,NA
"JOB2770_IDvCD_downregulated","Downregulated","VentoTormo_2018_decidua_decidual macrophage (dM1)","Maternal-Fetal","Reproductive system","VentoTormo_2018_decidua","decidual macrophage (dM1)","Macrophage","CL:0000235","Decidua","UBERON:0002450",2.2561901064989e-05,0.246572449819972,0.0856088560885609,0.102547871605613,0.989073349040423,NA
"JOB2770_IDvCD_downregulated","Downregulated","FetalHeart_Fetal neuron","Fetal","Cardiovascular system","FetalHeart","Fetal neuron","Neuron","CL:0000540","Heart","UBERON:0000948",0.0227378807653096,0.0924698150435228,0.2309963099631,0.103516300880177,0.98499125576377,NA
"JOB2770_IDvCD_downregulated","Downregulated","FetalMuscle_Primordial germ cell","Fetal","Muscular system","FetalMuscle","Primordial germ cell","Primordial germ cell","CL:0000670","Muscle organ","UBERON:0001630",0.0267752564635222,0.0885174097700686,0.241328413284133,0.103522377820498,0.98496576118792,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Blood_type i nk t cell","Adult","Lymphatic system","TS_Blood","type i nk t cell","T cell","CL:0000084","Blood","UBERON:0000178",1.65589683625578e-06,0.368685304414402,0.0583025830258303,0.104035574670261,0.982818129536154,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Vasculature_smooth muscle cell","Adult","Cardiovascular system","TS_Vasculature","smooth muscle cell","Smooth muscle cell","CL:0000192","Vasculature","UBERON:0002049",4.72700219578614e-06,0.362468500286365,0.0601476014760148,0.105209590745809,0.977944668755194,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Bladder_fibroblast","Adult","Urinary system","TS_Bladder","fibroblast","Fibroblast","CL:0000057","Bladder organ","UBERON:0018707",1.64735423856321e-06,0.40153967324999,0.0546125461254613,0.105696977855036,0.975937430096974,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Liver_macrophage","Adult","Digestive system","TS_Liver","macrophage","Macrophage","CL:0000235","Liver","UBERON:0002107",5.96372642982097e-06,0.342871157472154,0.0642066420664207,0.106023423013021,0.974598178494156,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Salivary_Gland_monocyte","Adult","Digestive system","TS_Salivary_Gland","monocyte","Monocyte","CL:0000576","Saliva-secreting gland","UBERON:0001044",5.34282401810073e-06,0.359957076102191,0.0619926199261993,0.107166493873762,0.969940977705756,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Blood_nk cell","Adult","Lymphatic system","TS_Blood","nk cell","Natural killer cell","CL:0000623","Blood","UBERON:0000178",1.65589683625578e-06,0.387088691468923,0.0583025830258303,0.10812933078535,0.966056484858794,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Thymus_memory b cell","Adult","Lymphatic system","TS_Thymus","memory b cell","B cell","CL:0000236","Thymus","UBERON:0002370",0.00020658503298576,0.214665011414483,0.105166051660517,0.108156630549243,0.9659468509574,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Skin_stromal cell","Adult","Integumentary system","TS_Skin","stromal cell","Stromal cell","CL:0000499","Skin of body","UBERON:0002097",5.96043931868092e-06,0.360904006532289,0.0627306273062731,0.108400153395598,0.964970103232921,NA
"JOB2770_IDvCD_downregulated","Downregulated","MacParland_2018_liver_B cell","Adult","Digestive system","MacParland_2018_liver","B cell","B cell","CL:0000236","Liver","UBERON:0002107",0.0295873559101185,0.0940343087975984,0.244280442804428,0.109651619252281,0.959984950606267,NA
"JOB2770_IDvCD_downregulated","Downregulated","TS_Lymph_Node_non-classical monocyte","Adult","Lymphatic system","TS_Lymph_Node","non-classical monocyte","Monocyte","CL:0000576","Lymph node","UBERON:0000029",2.06769953823981e-05,0.284614350576969,0.0811808118081181,0.110158696637791,0.957981211153129,NA
"JOB2770_IDvCD_downregulated","Downregulated","FetalKidney_Fetal epithelial progenitor","Fetal","Urinary system","FetalKidney","Fetal epithelial progenitor","Epithelial fate stem cell","CL:0000036","Kidney","UBERON:0002113",0.0267541237417665,0.0962163658756513,0.240590405904059,0.110322590012327,0.957335550903473,NA
"JOB2770_IDvCD_downregulated","Downregulated","Lake_2017_FrontalCortex_In6a","Adult","Nervous system","Lake_2017_FrontalCortex","In6a","Inhibitory neuron","CL:0008029","Frontal cortex","UBERON:0001870",0.0111655229204968,0.114743265594968,0.203690036900369,0.111162518691455,0.954041621651698,NA
